USER,PID,%CPU,%MEM,VSZ,RSS,TTY,STAT,START,TIME,COMMAND
henrique,49354,0.0,0.9,912140,74940,?,Ssl,19:11,0:00,/usr/lib/gsd-xsettings
henrique,49381,0.0,0.3,304992,28688,?,Sl,19:11,0:00,/usr/lib/ibus/ibus-x11
henrique,49427,0.0,0.8,1082000,64884,?,Sl,19:11,0:00,/usr/bin/gnome-calendar,--gapplication-service
henrique,49433,0.0,0.7,493516,61400,?,Sl,19:11,0:00,python3,/usr/lib/lollypop/lollypop-sp
henrique,49504,0.0,0.1,389596,9324,?,Sl,19:11,0:00,/usr/lib/gvfsd-trash,--spawner,:1.16,/org/gtk/gvfs/exec_spaw/0
henrique,49522,0.0,0.0,49000,7564,?,Ss,19:11,0:00,/usr/lib/bluetooth/obexd
henrique,49536,0.0,0.1,694812,13868,?,Ssl,19:11,0:01,/usr/lib/xdg-desktop-portal
henrique,49541,0.0,0.0,681348,6808,?,Ssl,19:11,0:00,/usr/lib/xdg-document-portal
root,49547,0.0,0.0,2508,948,?,Ss,19:11,0:00,fusermount3,-o,rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal,--,/run/user/1000/doc
henrique,49553,0.0,0.6,604732,49984,?,Ssl,19:11,0:01,/usr/lib/xdg-desktop-portal-gnome
henrique,49576,0.0,0.3,457812,29940,?,Ssl,19:11,0:00,/usr/lib/xdg-desktop-portal-gtk
henrique,49590,0.0,0.0,40408,7916,?,S<sl,19:11,0:00,/usr/bin/pipewire
henrique,49591,0.0,0.0,19016,6588,?,Ssl,19:11,0:00,/usr/bin/pipewire-media-session
henrique,49607,1.6,1.8,21496500,150760,?,RLsl,19:11,1:35,/opt/visual-studio-code/code,--unity-launch,--enable-crashpad
henrique,49610,0.0,0.5,17012024,44712,?,S,19:11,0:00,/opt/visual-studio-code/code,--type=zygote,--no-zygote-sandbox,--enable-crashpad,--enable-crashpad
henrique,49611,0.0,0.5,17012024,44736,?,S,19:11,0:00,/opt/visual-studio-code/code,--type=zygote,--enable-crashpad,--enable-crashpad
henrique,49624,0.0,0.0,17012024,7800,?,S,19:11,0:00,/opt/visual-studio-code/code,--type=zygote,--enable-crashpad,--enable-crashpad
henrique,49632,0.0,0.3,769624,27620,?,SNsl,19:11,0:02,/usr/lib/tracker-miner-fs-3
henrique,49669,0.0,0.0,16798216,2840,?,Sl,19:11,0:00,/opt/visual-studio-code/chrome_crashpad_handler,--monitor-self-annotation=ptype=crashpad-handler,--no-rate-limit,--database=/home/henrique/.config/Code/Crashpad,--url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=6d8de412-ca06-40d1-9bbe-52db370d94df&iid=6d8de412-ca06-40d1-9bbe-52db370d94df&sid=6d8de412-ca06-40d1-9bbe-52db370d94df,--annotation=_companyName=Microsoft,--annotation=_productName=VSCode,--annotation=_version=1.66.2,--annotation=prod=Electron,--annotation=ver=17.2.0,--initial-client-fd=43,--shared-client-connection
henrique,49687,3.9,1.6,17451288,128700,?,Sl,19:11,3:53,/opt/visual-studio-code/code,--type=gpu-process,--disable-color-correct-rendering,--enable-crashpad,--crashpad-handler-pid=49669,--enable-crash-reporter=d6976a19-9329-461e-a1d0-48f332532cf8,no_channel,--user-data-dir=/home/henrique/.config/Code,--gpu-preferences=UAAAAAAAAAAgAAAIAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABgAAAAAAAAAGAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA=,--shared-files,--field-trial-handle=0,15648124573300939790,8519725683812210633,131072,--disable-features=PlzServiceWorker,SpareRendererForSitePerProcess
henrique,49712,0.0,0.7,17062092,61100,?,Sl,19:11,0:00,/opt/visual-studio-code/code,--type=utility,--utility-sub-type=network.mojom.NetworkService,--lang=en-US,--service-sandbox-type=none,--enable-crashpad,--crashpad-handler-pid=49669,--enable-crash-reporter=d6976a19-9329-461e-a1d0-48f332532cf8,no_channel,--user-data-dir=/home/henrique/.config/Code,--standard-schemes=vscode-webview,vscode-file,--secure-schemes=vscode-webview,vscode-file,--bypasscsp-schemes,--cors-schemes=vscode-webview,vscode-file,--fetch-schemes=vscode-webview,vscode-file,--service-worker-schemes=vscode-webview,--streaming-schemes,--shared-files=v8_context_snapshot_data:100,--field-trial-handle=0,15648124573300939790,8519725683812210633,131072,--disable-features=PlzServiceWorker,SpareRendererForSitePerProcess,--enable-crashpad
henrique,49727,11.2,5.2,40253768,419140,?,Sl,19:11,10:59,/opt/visual-studio-code/code,--type=renderer,--enable-crashpad,--crashpad-handler-pid=49669,--enable-crash-reporter=d6976a19-9329-461e-a1d0-48f332532cf8,no_channel,--user-data-dir=/home/henrique/.config/Code,--standard-schemes=vscode-webview,vscode-file,--secure-schemes=vscode-webview,vscode-file,--bypasscsp-schemes,--cors-schemes=vscode-webview,vscode-file,--fetch-schemes=vscode-webview,vscode-file,--service-worker-schemes=vscode-webview,--streaming-schemes,--app-path=/opt/visual-studio-code/resources/app,--no-sandbox,--no-zygote,--enable-blink-features=HighlightAPI,--disable-color-correct-rendering,--lang=en-US,--num-raster-threads=2,--enable-main-frame-before-activation,--renderer-client-id=4,--launch-time-ticks=27879544928,--shared-files=v8_context_snapshot_data:100,--field-trial-handle=0,15648124573300939790,8519725683812210633,131072,--disable-features=PlzServiceWorker,SpareRendererForSitePerProcess,--vscode-window-config=vscode:25b64ccf-831f-4fa4-a4de-764647ff07f3,--enable-crashpad
henrique,49775,0.3,1.6,29744440,135760,?,Sl,19:11,0:21,/opt/visual-studio-code/code,--type=renderer,--enable-crashpad,--crashpad-handler-pid=49669,--enable-crash-reporter=d6976a19-9329-461e-a1d0-48f332532cf8,no_channel,--user-data-dir=/home/henrique/.config/Code,--standard-schemes=vscode-webview,vscode-file,--secure-schemes=vscode-webview,vscode-file,--bypasscsp-schemes,--cors-schemes=vscode-webview,vscode-file,--fetch-schemes=vscode-webview,vscode-file,--service-worker-schemes=vscode-webview,--streaming-schemes,--app-path=/opt/visual-studio-code/resources/app,--no-sandbox,--no-zygote,--node-integration-in-worker,--disable-color-correct-rendering,--lang=en-US,--num-raster-threads=2,--enable-main-frame-before-activation,--renderer-client-id=5,--launch-time-ticks=27889354430,--shared-files=v8_context_snapshot_data:100,--field-trial-handle=0,15648124573300939790,8519725683812210633,131072,--disable-features=PlzServiceWorker,SpareRendererForSitePerProcess,--vscode-window-config=vscode:812578b7-f804-4f0a-8d4c-5b826aecf16d,--vscode-window-kind=shared-process,--enable-crashpad
henrique,49787,1.2,1.4,21289644,117904,?,Sl,19:11,1:13,/opt/visual-studio-code/code,--ms-enable-electron-run-as-node,--inspect-port=0,/opt/visual-studio-code/resources/app/out/bootstrap-fork,--type=extensionHost,--skipWorkspaceStorageLock
henrique,49803,0.4,1.0,21296620,83288,?,Sl,19:11,0:26,/opt/visual-studio-code/code,--ms-enable-electron-run-as-node,/opt/visual-studio-code/resources/app/out/bootstrap-fork,--type=ptyHost
henrique,49816,0.0,0.0,232692,5916,?,Ssl,19:11,0:00,/usr/lib/gvfsd-metadata
henrique,49832,0.0,0.8,21297024,71220,?,Sl,19:12,0:05,/opt/visual-studio-code/code,--ms-enable-electron-run-as-node,/opt/visual-studio-code/resources/app/out/bootstrap-fork,--type=fileWatcher
henrique,49901,0.0,0.1,12876,9276,pts/0,Ss,19:12,0:01,/usr/bin/zsh
henrique,49907,0.0,0.0,10392,4240,pts/0,S,19:12,0:00,/usr/bin/zsh
henrique,49915,0.0,0.0,11660,4692,pts/0,S,19:12,0:00,/usr/bin/zsh
henrique,49917,0.0,0.0,11644,3336,pts/0,S,19:12,0:00,/usr/bin/zsh
henrique,49918,0.0,0.0,531132,4352,pts/0,Sl,19:12,0:00,/usr/share/zsh-theme-powerlevel10k/gitstatus/usrbin/gitstatusd,-G,v1.5.4,-s,-1,-u,-1,-d,-1,-c,-1,-m,-1,-v,FATAL,-t,8
henrique,50007,0.0,0.1,322216,10332,?,Sl,19:12,0:00,/usr/lib/gvfsd-http,--spawner,:1.16,/org/gtk/gvfs/exec_spaw/1
henrique,51012,0.1,0.7,719320,60844,?,Ssl,19:16,0:06,/usr/lib/gnome-terminal-server
henrique,51035,0.0,0.1,12616,8972,pts/1,Ss+,19:16,0:04,zsh
henrique,51045,0.0,0.0,10392,4292,pts/1,S,19:16,0:00,zsh
henrique,51053,0.0,0.0,11648,4644,pts/1,S,19:16,0:00,zsh
henrique,51054,0.0,0.0,11632,3352,pts/1,S,19:16,0:00,zsh
henrique,51056,0.0,0.0,72184,1996,pts/1,Sl,19:16,0:00,/usr/share/zsh-theme-powerlevel10k/gitstatus/usrbin/gitstatusd,-G,v1.5.4,-s,-1,-u,-1,-d,-1,-c,-1,-m,-1,-v,FATAL,-t,8
root,52111,0.0,0.0,0,0,?,I,19:22,0:01,[kworker/2:1-events]
root,57291,0.0,0.0,0,0,?,I,19:35,0:01,[kworker/3:1-events]
root,65892,0.0,0.0,0,0,?,I,19:55,0:01,[kworker/u8:0-i915]
root,76942,0.0,0.0,0,0,?,I,20:20,0:01,[kworker/u8:2-i915]
root,82060,0.1,0.0,0,0,?,I,20:28,0:01,[kworker/0:1-events]
root,82720,0.0,0.0,0,0,?,I,20:30,0:00,[kworker/u8:3-phy0]
root,82740,0.0,0.0,0,0,?,I,20:30,0:00,[kworker/1:1-events]
henrique,82741,4.7,1.8,1116064,148572,pts/0,Sl+,20:30,0:55,/usr/bin/python,/home/henrique/.local/bin/streamlit,run,streamlit_app.py
henrique,82771,3.6,4.3,34214924,351092,pts/0,SLl+,20:30,0:42,/usr/lib/brave-browser/brave,http://localhost:8501
henrique,82775,0.0,0.0,33576864,3364,?,Sl,20:30,0:00,/usr/lib/brave-browser/chrome_crashpad_handler,--monitor-self,--monitor-self-annotation=ptype=crashpad-handler,--database=/home/henrique/.config/BraveSoftware/Brave-Browser/Crash,Reports,--metrics-dir=/home/henrique/.config/BraveSoftware/Brave-Browser,--url=https://cr.brave.com,--annotation=lsb-release=Manjaro,Linux,--annotation=plat=Linux,--annotation=prod=Chrome_Linux,--annotation=ver=112.1.50.125,--initial-client-fd=5,--shared-client-connection
henrique,82777,0.0,0.0,33567628,1528,?,Sl,20:30,0:00,/usr/lib/brave-browser/chrome_crashpad_handler,--no-periodic-tasks,--monitor-self-annotation=ptype=crashpad-handler,--database=/home/henrique/.config/BraveSoftware/Brave-Browser/Crash,Reports,--url=https://cr.brave.com,--annotation=lsb-release=Manjaro,Linux,--annotation=plat=Linux,--annotation=prod=Chrome_Linux,--annotation=ver=112.1.50.125,--initial-client-fd=4,--shared-client-connection
henrique,82783,0.0,0.8,33887376,69108,pts/0,S+,20:30,0:00,/usr/lib/brave-browser/brave,--type=zygote,--no-zygote-sandbox,--crashpad-handler-pid=82775,--enable-crash-reporter=1277b47a-c4fe-44ec-818a-86339476b9d1,,--change-stack-guard-on-fork=enable
henrique,82784,0.0,0.8,33887364,67888,pts/0,S+,20:30,0:00,/usr/lib/brave-browser/brave,--type=zygote,--crashpad-handler-pid=82775,--enable-crash-reporter=1277b47a-c4fe-44ec-818a-86339476b9d1,,--change-stack-guard-on-fork=enable
henrique,82786,0.0,0.2,33887392,17236,pts/0,S+,20:30,0:00,/usr/lib/brave-browser/brave,--type=zygote,--crashpad-handler-pid=82775,--enable-crash-reporter=1277b47a-c4fe-44ec-818a-86339476b9d1,,--change-stack-guard-on-fork=enable
